"Date","Visitor","Home","Pitcher.V","Pitcher.H","Score.V","Score.H"
2017-08-01,"CIN","PIT","HBAILEY-R","JTAILLON-R","9","1"
2017-08-01,"WSH","MIA","MSCHERZER-R","CO'GRADY-L","6","7"
2017-08-01,"LAD","ATL","KMAEDA-R","LSIMS-R","3","2"
2017-08-01,"STL","MIL","CMARTINEZ-R","JNELSON-R","2","3"
2017-08-01,"ARI","CHC","PCORBIN-L","JLESTER-L","4","16"
2017-08-01,"NYM","COL","SMATZ-L","JHOFFMAN-R","4","5"
2017-08-01,"KC","BAL","IKENNEDY-R","DBUNDY-R","2","7"
2017-08-01,"DET","NYY","ASANCHEZ-R","CSABATHIA-L","4","3"
2017-08-01,"CLE","BOS","CCARRASCO-R","CSALE-L","10","12"
2017-08-01,"SEA","TEX","ERAMIREZ-R","NMARTINEZ-R","8","7"
2017-08-01,"TOR","CHW","MSTROMAN-R","MPELFREY-R","8","4"
2017-08-01,"TB","HOU","CARCHER-R","MFIERS-R","6","4"
2017-08-01,"SF","OAK","JSAMARDZIJA-R","SMANAEA-L","10","4"
2017-08-01,"PHI","LAA","ANOLA-R","RNOLASCO-R","1","7"
2017-08-01,"MIN","SD","JBERRIOS-R","JCHACIN-R","0","3"
2017-08-02,"CIN","PIT","RSTEPHENSON-R","TWILLIAMS-R","5","2"
2017-08-02,"WSH","MIA","ACOLE-R","VWORLEY-R","0","7"
2017-08-02,"LAD","ATL","BSTEWART-R","JTEHERAN-R","3","5"
2017-08-02,"ARI","CHC","ZGODLEY-R","JARRIETA-R","3","0"
2017-08-02,"STL","MIL","LWEAVER-R","BSUTER-L","5","4"
2017-08-02,"NYM","COL","CFLEXEN-R","TCHATWOOD-R","10","5"
2017-08-02,"DET","NYY","JZIMMERMANN-R","MTANAKA-R","2","0"
2017-08-02,"TOR","CHW","JHAPP-L","DHOLLAND-L","5","1"
2017-08-02,"KC","BAL","JVARGAS-L","JHELLICKSON-R","0","6"
2017-08-02,"SEA","TEX","AMIRANDA-L","ACASHNER-R","1","5"
2017-08-02,"TB","HOU","APRUITT-R","DKEUCHEL-L","3","0"
2017-08-02,"MIN","SD","ESANTANA-R","LPERDOMO-R","5","2"
2017-08-02,"PHI","LAA","JTHOMPSON-R","JRAMIREZ-R","0","7"
2017-08-02,"OAK","SF","DGOSSETT-R","MMOORE-L","6","1"
2017-08-03,"STL","MIL","MWACHA-R","MGARZA-R","1","2"
2017-08-03,"ARI","CHC","ZGREINKE-R","JQUINTANA-L","10","8"
2017-08-03,"NYM","COL","RMONTERO-R","GMARQUEZ-R","4","5"
2017-08-03,"CIN","PIT","SROMANO-R","CKUHL-R","0","6"
2017-08-03,"LAD","ATL","AWOOD-L","SNEWCOMB-L","7","4"
2017-08-03,"DET","BAL","MBOYD-L","CTILLMAN-R","7","5"
2017-08-03,"CHW","BOS","MGONZALEZ-R","RPORCELLO-R","5","9"
2017-08-03,"NYY","CLE","SGRAY-R","CKLUBER-R","1","5"
2017-08-03,"TB","HOU","BSNELL-L","CMCHUGH-R","5","3"
2017-08-03,"TEX","MIN","AGRIFFIN-R","AMEJIA-L","4","1"
2017-08-03,"SEA","KC","YGALLARDO-R","TCAHILL-R","4","6"
2017-08-03,"PHI","LAA","JEICKHOFF-R","PBRIDWELL-R","4","5"
2017-08-03,"OAK","SF","KGRAVEMAN-R","TBLACH-L","2","11"
2017-08-04,"WSH","CHC","TROARK-R","KHENDRICKS-R","4","2"
2017-08-04,"STL","CIN","MLEAKE-R","WOJCIECHOWSKI-R","2","3"
2017-08-04,"SD","PIT","TWOOD-L","INOVA-R","6","10"
2017-08-04,"LAD","NYM","YDARVISH-R","JDEGROM-R","6","0"
2017-08-04,"MIA","ATL","ACONLEY-L","RDICKEY-R","3","5"
2017-08-04,"PHI","COL","VVELASQUEZ-R","KFREELAND-L","3","4"
2017-08-04,"ARI","SF","ABANDA-L","MBUMGARNER-L","2","1"
2017-08-04,"DET","BAL","JVERLANDER-R","KGAUSMAN-R","5","2"
2017-08-04,"CHW","BOS","CRODON-L","ERODRIGUEZ-L","2","3"
2017-08-04,"NYY","CLE","JGARCIA-L","TBAUER-R","2","7"
2017-08-04,"TOR","HOU","CVALDEZ-R","BPEACOCK-R","7","16"
2017-08-04,"TEX","MIN","MPEREZ-L","BCOLON-R","4","8"
2017-08-04,"SEA","KC","JPAXTON-L","JHAMMEL-R","5","2"
2017-08-04,"OAK","LAA","JCOTTON-R","TSCRIBNER-R","6","8"
2017-08-04,"MIL","TB","BWOODRUFF-R","JFARIA-R","2","0"
2017-08-05,"WSH","CHC","EJACKSON-R","JLACKEY-R","4","7"
2017-08-05,"LAD","NYM","RHILL-L","SLUGO-R","7","4"
2017-08-05,"SD","PIT","DLAMET-R","GCOLE-R","5","2"
2017-08-05,"MIA","ATL","DSTRAILY-R","MFOLTYNEWICZ-R","2","7"
2017-08-05,"STL","CIN","LLYNN-R","LCASTILLO-R","4","1"
2017-08-05,"PHI","COL","NPIVETTA-R","JGRAY-R","5","8"
2017-08-05,"ARI","SF","TWALKER-R","CSTRATTON-R","4","5"
2017-08-05,"DET","BAL","DVERHAGEN-R","WMILEY-L","2","5"
2017-08-05,"CHW","BOS","JSHIELDS-R","DPOMERANZ-L","1","4"
2017-08-05,"TOR","HOU","MESTRADA-R","CMORTON-R","4","3"
2017-08-05,"NYY","CLE","JMONTGOMERY-L","DSALAZAR-R","2","1"
2017-08-05,"TEX","MIN","CHAMELS-L","KGIBSON-R","4","1"
2017-08-05,"OAK","LAA","PBLACKBURN-R","TSKAGGS-L","5","0"
2017-08-05,"MIL","TB","ZDAVIES-R","ACOBB-R","3","0"
2017-08-06,"STL","CIN","AWAINWRIGHT-R","HBAILEY-R","13","4"
2017-08-06,"LAD","NYM","HRYU-L","SMATZ-L","8","0"
2017-08-06,"SD","PIT","CRICHARD-L","JTAILLON-R","4","5"
2017-08-06,"MIA","ATL","JURENA-R","LSIMS-R","4","1"
2017-08-06,"WSH","CHC","EFEDDE-R","JLESTER-L","9","4"
2017-08-06,"PHI","COL","ANOLA-R","JHOFFMAN-R","3","2"
2017-08-06,"ARI","SF","PCORBIN-L","JSAMARDZIJA-R","3","6"
2017-08-06,"NYY","CLE","LSEVERINO-R","CCARRASCO-R","8","1"
2017-08-06,"DET","BAL","ASANCHEZ-R","UJIMENEZ-R","3","12"
2017-08-06,"CHW","BOS","MPELFREY-R","DFISTER-R","3","6"
2017-08-06,"TOR","HOU","MSTROMAN-R","MFIERS-R","6","7"
2017-08-06,"TEX","MIN","NMARTINEZ-R","JBERRIOS-R","5","6"
2017-08-06,"SEA","KC","MGONZALES-L","DDUFFY-L","8","7"
2017-08-06,"OAK","LAA","SMANAEA-L","RNOLASCO-R","11","10"
2017-08-06,"MIL","TB","JNELSON-R","CARCHER-R","1","2"
2017-08-06,"SEA","KC","ERAMIREZ-R","JJUNIS-R","1","9"
2017-08-07,"MIA","WSH","CO'GRADY-L","MSCHERZER-R","2","3"
2017-08-07,"SD","CIN","JCHACIN-R","TADLEMAN-R","3","11"
2017-08-07,"CHC","SF","JARRIETA-R","MMOORE-L","5","3"
2017-08-07,"BAL","LAA","DBUNDY-R","JRAMIREZ-R","6","2"
2017-08-07,"DET","PIT","JZIMMERMANN-R","TWILLIAMS-R","0","3"
2017-08-07,"MIL","MIN","BSUTER-L","ESANTANA-R","4","5"
2017-08-07,"STL","KC","CMARTINEZ-R","IKENNEDY-R","11","3"
2017-08-08,"MIA","WSH","VWORLEY-R","ACOLE-R","7","3"
2017-08-08,"SD","CIN","LPERDOMO-R","SROMANO-R","7","3"
2017-08-08,"PHI","ATL","ZEFLIN-R","JTEHERAN-R","5","2"
2017-08-08,"LAD","ARI","KMAEDA-R","ZGODLEY-R","3","6"
2017-08-08,"CHC","SF","JQUINTANA-L","TBLACH-L","3","6"
2017-08-08,"NYY","TOR","CSABATHIA-L","JHAPP-L","2","4"
2017-08-08,"BOS","TB","CSALE-L","APRUITT-R","2","0"
2017-08-08,"HOU","CHW","DKEUCHEL-L","DHOLLAND-L","5","8"
2017-08-08,"SEA","OAK","AMIRANDA-L","KGRAVEMAN-R","7","6"
2017-08-08,"BAL","LAA","JHELLICKSON-R","PBRIDWELL-R","2","3"
2017-08-08,"DET","PIT","MBOYD-L","CKUHL-R","3","6"
2017-08-08,"TEX","NYM","AGRIFFIN-R","CFLEXEN-R","4","5"
2017-08-08,"COL","CLE","GMARQUEZ-R","CKLUBER-R","1","4"
2017-08-08,"MIL","MIN","MGARZA-R","AMEJIA-L","4","11"
2017-08-08,"STL","KC","MWACHA-R","JVARGAS-L","10","3"
2017-08-09,"CHC","SF","KHENDRICKS-R","MBUMGARNER-L","1","3"
2017-08-09,"MIA","WSH","ACONLEY-L","GGONZALEZ-L","1","10"
2017-08-09,"SD","CIN","TWOOD-L","WOJCIECHOWSKI-R","3","8"
2017-08-09,"PHI","ATL","JEICKHOFF-R","SNEWCOMB-L","3","2"
2017-08-09,"LAD","ARI","AWOOD-L","ZGREINKE-R","3","2"
2017-08-09,"SEA","OAK","YGALLARDO-R","JCOTTON-R","6","3"
2017-08-09,"BAL","LAA","KGAUSMAN-R","TSCRIBNER-R","1","5"
2017-08-09,"NYY","TOR","MTANAKA-R","NTEPESCH-R","11","5"
2017-08-09,"BOS","TB","RPORCELLO-R","JODORIZZI-R","8","2"
2017-08-09,"HOU","CHW","CMCHUGH-R","MGONZALEZ-R","1","7"
2017-08-09,"TEX","NYM","MPEREZ-L","RMONTERO-R","5","1"
2017-08-09,"COL","CLE","ASENZATELA-R","TBAUER-R","3","2"
2017-08-09,"PIT","DET","INOVA-R","JVERLANDER-R","0","10"
2017-08-09,"MIN","MIL","BCOLON-R","BWOODRUFF-R","4","0"
2017-08-09,"KC","STL","TCAHILL-R","","5","8"
2017-08-10,"SD","CIN","DLAMET-R","LCASTILLO-R","3","10"
2017-08-10,"MIA","WSH","DSTRAILY-R","TROARK-R","2","3"
2017-08-10,"NYM","PHI","JDEGROM-R","VVELASQUEZ-R","10","0"
2017-08-10,"LAD","ARI","YDARVISH-R","ABANDA-L","8","6"
2017-08-10,"NYY","TOR","SGRAY-R","MESTRADA-R","0","4"
2017-08-10,"CLE","TB","DSALAZAR-R","BSNELL-L","1","4"
2017-08-10,"HOU","CHW","BPEACOCK-R","CRODON-L","2","3"
2017-08-10,"BAL","OAK","WMILEY-L","CSMITH-R","7","2"
2017-08-10,"LAA","SEA","TSKAGGS-L","JPAXTON-L","6","3"
2017-08-10,"PIT","DET","GCOLE-R","DVERHAGEN-R","7","5"
2017-08-10,"KC","STL","JHAMMEL-R","LLYNN-R","6","8"
2017-08-10,"MIN","MIL","DENNS-L","ZDAVIES-R","7","2"
2017-08-11,"NYM","PHI","SLUGO-R","NPIVETTA-R","7","6"
2017-08-11,"COL","MIA","JGRAY-R","JURENA-R","3","6"
2017-08-11,"CIN","MIL","HBAILEY-R","JNELSON-R","11","10"
2017-08-11,"ATL","STL","MFOLTYNEWICZ-R","AWAINWRIGHT-R","5","8"
2017-08-11,"CHC","ARI","JLACKEY-R","TWALKER-R","8","3"
2017-08-11,"SD","LAD","CRICHARD-L","RHILL-L","4","3"
2017-08-11,"BOS","NYY","ERODRIGUEZ-L","JGARCIA-L","4","5"
2017-08-11,"MIN","DET","KGIBSON-R","ASANCHEZ-R","9","4"
2017-08-11,"CLE","TB","CCARRASCO-R","JFARIA-R","5","0"
2017-08-11,"HOU","TEX","CMORTON-R","CHAMELS-L","4","6"
2017-08-11,"KC","CHW","DDUFFY-L","RLOPEZ-R","3","6"
2017-08-11,"BAL","OAK","UJIMENEZ-R","PBLACKBURN-R","4","5"
2017-08-11,"LAA","SEA","RNOLASCO-R","MGONZALES-L","6","5"
2017-08-11,"PIT","TOR","JTAILLON-R","MSTROMAN-R","4","2"
2017-08-12,"SF","WSH","JSAMARDZIJA-R","EJACKSON-R","1","3"
2017-08-12,"NYM","PHI","SMATZ-L","ANOLA-R","1","3"
2017-08-12,"CIN","MIL","SFELDMAN-R","BSUTER-L","5","6"
2017-08-12,"COL","MIA","JHOFFMAN-R","JNICOLINO-L","3","4"
2017-08-12,"ATL","STL","LSIMS-R","CMARTINEZ-R","5","6"
2017-08-12,"CHC","ARI","JLESTER-L","PCORBIN-L","2","6"
2017-08-12,"SD","LAD","JCHACIN-R","HRYU-L","3","6"
2017-08-12,"BOS","NYY","DPOMERANZ-L","LSEVERINO-R","10","5"
2017-08-12,"CLE","TB","MCLEVINGER-R","CARCHER-R","3","0"
2017-08-12,"MIN","DET","JBERRIOS-R","JZIMMERMANN-R","11","12"
2017-08-12,"KC","CHW","IKENNEDY-R","JSHIELDS-R","5","4"
2017-08-12,"HOU","TEX","MFIERS-R","TROSS-R","3","8"
2017-08-12,"BAL","OAK","DBUNDY-R","SMANAEA-L","12","5"
2017-08-12,"LAA","SEA","JRAMIREZ-R","ERAMIREZ-R","6","3"
2017-08-12,"PIT","TOR","TWILLIAMS-R","CROWLEY-R","2","7"
2017-08-13,"COL","MIA","GMARQUEZ-R","VWORLEY-R","3","5"
2017-08-13,"SF","WSH","CSTRATTON-R","ACOLE-R","4","2"
2017-08-13,"NYM","PHI","CFLEXEN-R","ZEFLIN-R","6","2"
2017-08-13,"CIN","MIL","SROMANO-R","MGARZA-R","4","7"
2017-08-13,"ATL","STL","RDICKEY-R","MWACHA-R","6","3"
2017-08-13,"CHC","ARI","JARRIETA-R","ZGODLEY-R","7","2"
2017-08-13,"SD","LAD","LPERDOMO-R","KMAEDA-R","4","6"
2017-08-13,"BOS","NYY","CSALE-L","JMONTGOMERY-L","3","2"
2017-08-13,"MIN","DET","ESANTANA-R","MBOYD-L","6","4"
2017-08-13,"CLE","TB","CKLUBER-R","APRUITT-R","4","3"
2017-08-13,"KC","CHW","JVARGAS-L","DHOLLAND-L","14","6"
2017-08-13,"HOU","TEX","DKEUCHEL-L","ACASHNER-R","2","1"
2017-08-13,"BAL","OAK","JHELLICKSON-R","KGRAVEMAN-R","3","9"
2017-08-13,"LAA","SEA","PBRIDWELL-R","AMIRANDA-L","4","2"
2017-08-13,"PIT","TOR","CKUHL-R","JHAPP-L","1","7"
2017-08-13,"SF","WSH","MMOORE-L","MSCHERZER-R","2","6"
2017-08-14,"SF","MIA","TBLACH-L","ACONLEY-L","3","8"
2017-08-14,"CIN","CHC","WOJCIECHOWSKI-R","JQUINTANA-L","5","15"
2017-08-14,"ATL","COL","JTEHERAN-R","CBETTIS-R","0","3"
2017-08-14,"PHI","SD","JEICKHOFF-R","TWOOD-L","4","7"
2017-08-14,"TB","TOR","JODORIZZI-R","NTEPESCH-R","1","2"
2017-08-14,"DET","TEX","MFULMER-R","MPEREZ-L","2","6"
2017-08-14,"KC","OAK","JJUNIS-R","JCOTTON-R","6","2"
2017-08-14,"BAL","SEA","KGAUSMAN-R","YGALLARDO-R","11","3"
2017-08-14,"NYM","NYY","RMONTERO-R","LCESSA-R","2","4"
2017-08-14,"HOU","ARI","CMCHUGH-R","ZGREINKE-R","0","2"
2017-08-14,"CLE","BOS","TBAUER-R","DFISTER-R","7","3"
2017-08-15,"SF","MIA","MBUMGARNER-L","DSTRAILY-R","9","4"
2017-08-15,"PIT","MIL","INOVA-R","ZDAVIES-R","1","3"
2017-08-15,"CIN","CHC","LCASTILLO-R","KHENDRICKS-R","2","1"
2017-08-15,"ATL","COL","SNEWCOMB-L","KFREELAND-L","4","3"
2017-08-15,"PHI","SD","MLEITER-R","DLAMET-R","4","8"
2017-08-15,"TB","TOR","BSNELL-L","MESTRADA-R","6","4"
2017-08-15,"DET","TEX","JVERLANDER-R","AGRIFFIN-R","4","10"
2017-08-15,"CLE","MIN","DSALAZAR-R","BCOLON-R","8","1"
2017-08-15,"KC","OAK","JHAMMEL-R","CSMITH-R","8","10"
2017-08-15,"BAL","SEA","WMILEY-L","AALBERS-L","1","3"
2017-08-15,"HOU","ARI","BPEACOCK-R","ABANDA-L","9","4"
2017-08-15,"NYM","NYY","JDEGROM-R","SGRAY-R","4","5"
2017-08-15,"LAA","WSH","TSKAGGS-L","GGONZALEZ-L","1","3"
2017-08-15,"STL","BOS","","RPORCELLO-R","4","10"
2017-08-15,"CHW","LAD","MGONZALEZ-R","AWOOD-L","1","6"
2017-08-16,"SF","MIA","MCAIN-R","JURENA-R","1","8"
2017-08-16,"PIT","MIL","GCOLE-R","JNELSON-R","6","7"
2017-08-16,"PHI","SD","NPIVETTA-R","CRICHARD-L","0","3"
